Tipo_Producto,Ingresos,Gastos,Cod_Pais,Continente,Pais,Trimestre,Anio
Tablets,332136.52,305706.93,MEX,América,México,T4,2019
TV,188669.26,127037.3,MEX,América,México,T4,2019
Accesorios,60753.04,52992.33,MYS,Asia,Malasia,T4,2019
Aplicaciones,94005.44,56967.3,MYS,Asia,Malasia,T4,2019
Celulares,226955.99,210096.4,MYS,Asia,Malasia,T4,2019
Musica,150586.91,101646.17,MYS,Asia,Malasia,T4,2019
PC,453911.99,393880.53,MYS,Asia,Malasia,T4,2019
Tablets,95704.33,86723.86,MYS,Asia,Malasia,T4,2019
TV,49646.62,29464.19,MYS,Asia,Malasia,T4,2019
Accesorios,406090.92,344892.3,NGA,África,Nigeria,T4,2019
Aplicaciones,577607.58,392773.15,NGA,África,Nigeria,T4,2019
Celulares,1524505.25,1360620.93,NGA,África,Nigeria,T4,2019
Musica,735136.92,413013.29,NGA,África,Nigeria,T4,2019
PC,2354299.24,1968378.82,NGA,África,Nigeria,T4,2019
Tablets,512368.15,444605.66,NGA,África,Nigeria,T4,2019
TV,247655.98,137786.78,NGA,África,Nigeria,T4,2019
Accesorios,10348.58,9556.85,NOR,Europa,Noruega,T4,2019
Aplicaciones,20973.65,13865.91,NOR,Europa,Noruega,T4,2019
Celulares,42269.97,38215.89,NOR,Europa,Noruega,T4,2019
Musica,22896.23,14023.94,NOR,Europa,Noruega,T4,2019
PC,61056.62,55939.5,NOR,Europa,Noruega,T4,2019
Tablets,14575.85,12389.47,NOR,Europa,Noruega,T4,2019
TV,8275.75,5143.7,NOR,Europa,Noruega,T4,2019
Accesorios,69501.86,59021.86,PER,América,Perú,T4,2019
Aplicaciones,149401.64,99837.64,PER,América,Perú,T4,2019
Celulares,354654.36,303700.44,PER,América,Perú,T4,2019
Musica,166438.67,106603.39,PER,América,Perú,T4,2019
PC,512811.03,435206.89,PER,América,Perú,T4,2019
Tablets,97053.75,81790.39,PER,América,Perú,T4,2019
TV,49540.49,29058.47,PER,América,Perú,T4,2019
Accesorios,196426.28,165810.87,PHL,Asia,Filipinas,T4,2019
Aplicaciones,340990.83,191574.85,PHL,Asia,Filipinas,T4,2019
Celulares,800931.95,701082.44,PHL,Asia,Filipinas,T4,2019
Musica,434118.58,263075.86,PHL,Asia,Filipinas,T4,2019
PC,1123045.89,1039619.63,PHL,Asia,Filipinas,T4,2019
Tablets,343256.55,286915.13,PHL,Asia,Filipinas,T4,2019
TV,145521.44,93457.1,PHL,Asia,Filipinas,T4,2019
Accesorios,88659.5,71467.27,POL,Europa,Polonia,T4,2019
Aplicaciones,128094.8,73849.44,POL,Europa,Polonia,T4,2019
Celulares,298573.91,264216.89,POL,Europa,Polonia,T4,2019
Musica,165065.25,93637.02,POL,Europa,Polonia,T4,2019
PC,563972.94,512076.04,POL,Europa,Polonia,T4,2019
Tablets,122307.39,107324.73,POL,Europa,Polonia,T4,2019
TV,65599.44,42592.78,POL,Europa,Polonia,T4,2019
Accesorios,22608.9,19758.81,PRT,Europa,Portugal,T4,2019
Aplicaciones,36593.78,24694.49,PRT,Europa,Portugal,T4,2019
Celulares,95078.49,79865.93,PRT,Europa,Portugal,T4,2019
Musica,44003.27,26952.0,PRT,Europa,Portugal,T4,2019
PC,114503.13,92957.85,PRT,Europa,Portugal,T4,2019
Tablets,27876.42,25191.48,PRT,Europa,Portugal,T4,2019
TV,13669.82,8779.06,PRT,Europa,Portugal,T4,2019
Accesorios,313107.15,260038.14,RUS,Asia,Rusia,T4,2019
Aplicaciones,467127.5,294117.31,RUS,Asia,Rusia,T4,2019
Celulares,975286.46,880229.17,RUS,Asia,Rusia,T4,2019
Musica,526797.07,338655.26,RUS,Asia,Rusia,T4,2019
PC,2032991.49,1965492.61,RUS,Asia,Rusia,T4,2019
Tablets,391171.8,341656.39,RUS,Asia,Rusia,T4,2019
TV,196384.21,117830.53,RUS,Asia,Rusia,T4,2019
Accesorios,90593.86,73769.29,SDN,África,Sudán,T4,2019
Aplicaciones,142825.5,86330.08,SDN,África,Sudán,T4,2019
Celulares,371588.39,303449.93,SDN,África,Sudán,T4,2019
Musica,164222.58,100062.52,SDN,África,Sudán,T4,2019
PC,466462.02,371904.64,SDN,África,Sudán,T4,2019
Tablets,145672.52,123314.96,SDN,África,Sudán,T4,2019
TV,65639.87,41775.09,SDN,África,Sudán,T4,2019
Accesorios,17625.47,15143.01,SVK,Europa,Eslovaquia,T4,2019
Aplicaciones,30555.1,18333.06,SVK,Europa,Eslovaquia,T4,2019
Celulares,69767.48,55813.99,SVK,Europa,Eslovaquia,T4,2019
Musica,27906.99,17173.53,SVK,Europa,Eslovaquia,T4,2019
PC,132890.44,110742.04,SVK,Europa,Eslovaquia,T4,2019
Tablets,26493.98,22078.32,SVK,Europa,Eslovaquia,T4,2019
TV,11147.93,6502.96,SVK,Europa,Eslovaquia,T4,2019
Accesorios,19273.05,16113.54,SWE,Europa,Suecia,T4,2019
Aplicaciones,35923.92,23949.28,SWE,Europa,Suecia,T4,2019
Celulares,73857.57,66164.08,SWE,Europa,Suecia,T4,2019
Musica,38829.53,24961.84,SWE,Europa,Suecia,T4,2019
PC,170348.92,151832.73,SWE,Europa,Suecia,T4,2019
Tablets,27504.25,24578.27,SWE,Europa,Suecia,T4,2019
TV,14350.04,8610.03,SWE,Europa,Suecia,T4,2019
Accesorios,156213.02,138660.99,THA,Asia,Tailandia,T4,2019
Aplicaciones,228483.98,152322.66,THA,Asia,Tailandia,T4,2019
Celulares,779533.59,637800.21,THA,Asia,Tailandia,T4,2019
Musica,350275.0,204327.09,THA,Asia,Tailandia,T4,2019
PC,1032628.91,830152.65,THA,Asia,Tailandia,T4,2019
Tablets,246933.0,216066.37,THA,Asia,Tailandia,T4,2019
TV,103397.17,63629.03,THA,Asia,Tailandia,T4,2019
Accesorios,170448.84,148873.03,TUR,Asia,Turquía,T4,2019
Aplicaciones,256731.94,145109.36,TUR,Asia,Turquía,T4,2019
Celulares,744753.92,656092.74,TUR,Asia,Turquía,T4,2019
Musica,375762.2,212387.33,TUR,Asia,Turquía,T4,2019
PC,1020588.7,878840.27,TUR,Asia,Turquía,T4,2019
Tablets,207707.75,181078.55,TUR,Asia,Turquía,T4,2019
TV,115136.05,65076.9,TUR,Asia,Turquía,T4,2019
Accesorios,125988.75,112585.69,TZA,África,Tanzania,T4,2019
Aplicaciones,182531.9,99562.85,TZA,África,Tanzania,T4,2019
Celulares,429791.42,348698.7,TZA,África,Tanzania,T4,2019
Musica,208249.45,133874.65,TZA,África,Tanzania,T4,2019
PC,631256.15,544782.7,TZA,África,Tanzania,T4,2019
Tablets,179823.71,158158.2,TZA,África,Tanzania,T4,2019
TV,79424.1,46330.73,TZA,África,Tanzania,T4,2019
Accesorios,87792.69,78453.05,UKR,Europa,Ucrania,T4,2019
Aplicaciones,182186.34,114709.92,UKR,Europa,Ucrania,T4,2019
Celulares,387692.54,342612.01,UKR,Europa,Ucrania,T4,2019
Musica,182186.34,121457.56,UKR,Europa,Ucrania,T4,2019
PC,950226.8,835741.65,UKR,Europa,Ucrania,T4,2019
Tablets,135746.69,118778.35,UKR,Europa,Ucrania,T4,2019
TV,62050.66,41367.11,UKR,Europa,Ucrania,T4,2019
Accesorios,3048970.73,2333125.43,USA,América,Estados Unidos,T4,2019
Aplicaciones,4542879.02,2534794.81,USA,América,Estados Unidos,T4,2019
Celulares,10785474.69,9274466.15,USA,América,Estados Unidos,T4,2019
Musica,7015330.86,3914351.28,USA,América,Estados Unidos,T4,2019
PC,16515258.1,13603147.37,USA,América,Estados Unidos,T4,2019
Tablets,5001466.18,4269601.33,USA,América,Estados Unidos,T4,2019
TV,2012011.14,1211742.62,USA,América,Estados Unidos,T4,2019
Accesorios,71854.31,62011.25,VEN,América,Venezuela,T4,2019
Aplicaciones,128220.58,76932.35,VEN,América,Venezuela,T4,2019
Celulares,243533.05,207184.84,VEN,América,Venezuela,T4,2019
Musica,159150.99,92838.08,VEN,América,Venezuela,T4,2019
PC,566975.39,463888.96,VEN,América,Venezuela,T4,2019
Tablets,95490.59,78128.67,VEN,América,Venezuela,T4,2019
TV,56697.54,37146.66,VEN,América,Venezuela,T4,2019
Accesorios,67651.33,60217.12,YEM,Asia,Yemen,T4,2019
Aplicaciones,104655.25,62793.15,YEM,Asia,Yemen,T4,2019
Celulares,297021.57,263269.12,YEM,Asia,Yemen,T4,2019
Musica,124252.05,74551.23,YEM,Asia,Yemen,T4,2019
PC,547145.0,483523.49,YEM,Asia,Yemen,T4,2019
Tablets,79559.35,65094.01,YEM,Asia,Yemen,T4,2019
TV,50959.58,32759.73,YEM,Asia,Yemen,T4,2019
Accesorios,144575.42,122033.45,ZAF,África,Sudáfrica,T4,2019
Aplicaciones,244004.61,156162.95,ZAF,África,Sudáfrica,T4,2019
Celulares,459001.67,388150.64,ZAF,África,Sudáfrica,T4,2019
Musica,272353.69,174869.85,ZAF,África,Sudáfrica,T4,2019
PC,1287004.69,1057430.88,ZAF,África,Sudáfrica,T4,2019
Tablets,189703.0,161182.14,ZAF,África,Sudáfrica,T4,2019
TV,84912.34,46064.94,ZAF,África,Sudáfrica,T4,2019
Accesorios,11404.07,9578.41,NZL,Oceanía,Nueva Zelanda,T4,2019
Aplicaciones,16293.33,10416.49,NZL,Oceanía,Nueva Zelanda,T4,2019
Celulares,55807.13,43311.18,NZL,Oceanía,Nueva Zelanda,T4,2019
Musica,22369.95,14140.2,NZL,Oceanía,Nueva Zelanda,T4,2019
PC,83430.03,64692.06,NZL,Oceanía,Nueva Zelanda,T4,2019
Tablets,15891.06,15346.44,NZL,Oceanía,Nueva Zelanda,T4,2019
TV,8630.12,5098.19,NZL,Oceanía,Nueva Zelanda,T4,2019
Accesorios,58676.91,47605.8,AGO,África,Angola,T4,2020
Aplicaciones,90713.16,55823.48,AGO,África,Angola,T4,2020
Celulares,228754.92,199427.37,AGO,África,Angola,T4,2020
Musica,128849.71,72828.1,AGO,África,Angola,T4,2020
PC,426597.01,358883.2,AGO,África,Angola,T4,2020
Tablets,81152.13,69217.99,AGO,África,Angola,T4,2020
TV,46906.66,31271.1,AGO,África,Angola,T4,2020
Accesorios,92150.71,82242.03,ARG,América,Argentina,T4,2020
Aplicaciones,171379.92,110172.81,ARG,América,Argentina,T4,2020
Celulares,383834.37,343851.62,ARG,América,Argentina,T4,2020
Musica,196796.44,111232.77,ARG,América,Argentina,T4,2020
PC,595435.37,522821.3,ARG,América,Argentina,T4,2020
Tablets,149819.22,134531.55,ARG,América,Argentina,T4,2020
TV,72568.69,41017.08,ARG,América,Argentina,T4,2020
Accesorios,55732.04,40323.77,AUS,Oceanía,Australia,T4,2020
Aplicaciones,109556.89,62082.24,AUS,Oceanía,Australia,T4,2020
Celulares,192089.75,136097.63,AUS,Oceanía,Australia,T4,2020
Musica,129208.35,76188.37,AUS,Oceanía,Australia,T4,2020
PC,464733.27,350798.67,AUS,Oceanía,Australia,T4,2020
Tablets,87578.91,70159.37,AUS,Oceanía,Australia,T4,2020
TV,47235.19,24028.33,AUS,Oceanía,Australia,T4,2020
Accesorios,18137.59,14278.53,AUT,Europa,Austria,T4,2020
Aplicaciones,37229.78,24819.85,AUT,Europa,Austria,T4,2020
Celulares,81173.13,72537.69,AUT,Europa,Austria,T4,2020
Musica,41435.66,22601.27,AUT,Europa,Austria,T4,2020
PC,105352.36,88629.76,AUT,Europa,Austria,T4,2020
Tablets,28621.74,25640.31,AUT,Europa,Austria,T4,2020
TV,14436.04,9458.09,AUT,Europa,Austria,T4,2020
Accesorios,34050.24,27502.12,BEL,Europa,Bélgica,T4,2020
Aplicaciones,54727.62,36485.08,BEL,Europa,Bélgica,T4,2020
Celulares,153541.38,135262.64,BEL,Europa,Bélgica,T4,2020
Musica,67408.41,44938.94,BEL,Europa,Bélgica,T4,2020
PC,176409.24,158590.13,BEL,Europa,Bélgica,T4,2020
Tablets,46711.18,38369.9,BEL,Europa,Bélgica,T4,2020
TV,26745.92,16047.55,BEL,Europa,Bélgica,T4,2020
Accesorios,412009.65,366230.8,BRA,América,Brasil,T4,2020
Aplicaciones,600152.79,369324.79,BRA,América,Brasil,T4,2020
Celulares,1526859.3,1317700.49,BRA,América,Brasil,T4,2020
Musica,701529.95,441704.04,BRA,América,Brasil,T4,2020
PC,2359691.65,2082080.87,BRA,América,Brasil,T4,2020
Tablets,663427.68,579449.5,BRA,América,Brasil,T4,2020
TV,302260.36,201506.9,BRA,América,Brasil,T4,2020
Accesorios,1001073.89,895697.69,CAN,América,Canadá,T4,2020
Aplicaciones,1780788.21,1095869.67,CAN,América,Canadá,T4,2020
Celulares,5620612.79,4560119.81,CAN,América,Canadá,T4,2020
Musica,1867054.77,1120232.86,CAN,América,Canadá,T4,2020
PC,7708268.97,6540349.43,CAN,América,Canadá,T4,2020
Tablets,1729419.32,1345103.92,CAN,América,Canadá,T4,2020
TV,696230.75,428449.69,CAN,América,Canadá,T4,2020
Accesorios,19267.31,17026.92,CHE,Europa,Suiza,T4,2020
Aplicaciones,30163.3,16452.71,CHE,Europa,Suiza,T4,2020
Celulares,59505.84,51241.14,CHE,Europa,Suiza,T4,2020
Musica,29551.89,18606.74,CHE,Europa,Suiza,T4,2020
PC,98284.92,84634.24,CHE,Europa,Suiza,T4,2020
Tablets,23141.16,20511.48,CHE,Europa,Suiza,T4,2020
TV,13951.13,8968.58,CHE,Europa,Suiza,T4,2020
Accesorios,44392.4,39289.83,CHL,América,Chile,T4,2020
Aplicaciones,73940.66,49293.77,CHL,América,Chile,T4,2020
Celulares,257573.51,228632.66,CHL,América,Chile,T4,2020
Musica,98071.92,60351.95,CHL,América,Chile,T4,2020
PC,300502.42,255651.32,CHL,América,Chile,T4,2020
Tablets,70387.95,62203.31,CHL,América,Chile,T4,2020
TV,30283.19,17665.19,CHL,América,Chile,T4,2020
Accesorios,2314922.67,2157559.95,CHN,Asia,China,T4,2020
Aplicaciones,4163753.51,2384695.19,CHN,Asia,China,T4,2020
Celulares,9399989.0,7971913.75,CHN,Asia,China,T4,2020
Musica,4828009.9,3258906.68,CHN,Asia,China,T4,2020
PC,23411293.34,21850540.45,CHN,Asia,China,T4,2020
Tablets,3939043.01,3722395.65,CHN,Asia,China,T4,2020
TV,1822024.3,1177308.01,CHN,Asia,China,T4,2020
Accesorios,57950.03,45352.2,CMR,África,Camerún,T4,2020
Aplicaciones,87568.93,55135.99,CMR,África,Camerún,T4,2020
Celulares,204327.5,171894.57,CMR,África,Camerún,T4,2020
Musica,101786.76,67857.84,CMR,África,Camerún,T4,2020
PC,405650.19,330529.79,CMR,África,Camerún,T4,2020
Tablets,79037.86,69953.05,CMR,África,Camerún,T4,2020
TV,37734.9,24258.15,CMR,África,Camerún,T4,2020
Accesorios,115534.72,99029.76,COL,América,Colombia,T4,2020
Aplicaciones,209706.42,139804.28,COL,América,Colombia,T4,2020
Celulares,500650.46,391813.4,COL,América,Colombia,T4,2020
Musica,187111.79,124741.19,COL,América,Colombia,T4,2020
PC,854956.94,740962.68,COL,América,Colombia,T4,2020
Tablets,177546.97,151437.12,COL,América,Colombia,T4,2020
TV,75608.44,45365.06,COL,América,Colombia,T4,2020
Accesorios,10063.33,8625.71,CRI,América,Costa Rica,T4,2020
Aplicaciones,19453.27,10995.33,CRI,América,Costa Rica,T4,2020
Celulares,49367.25,42510.69,CRI,América,Costa Rica,T4,2020
Musica,25651.61,15785.61,CRI,América,Costa Rica,T4,2020
PC,96906.09,87017.72,CRI,América,Costa Rica,T4,2020
Tablets,15080.49,12002.84,CRI,América,Costa Rica,T4,2020
TV,8266.87,4509.2,CRI,América,Costa Rica,T4,2020
Accesorios,21155.0,16837.65,CZE,Europa,República Checa,T4,2020
Aplicaciones,40099.78,24059.87,CZE,Europa,República Checa,T4,2020
Celulares,74115.45,60131.4,CZE,Europa,República Checa,T4,2020
Musica,42815.7,24200.18,CZE,Europa,República Checa,T4,2020
PC,129478.8,114930.62,CZE,Europa,República Checa,T4,2020
Tablets,29852.06,24876.71,CZE,Europa,República Checa,T4,2020
TV,15222.01,9973.04,CZE,Europa,República Checa,T4,2020
Accesorios,1356644.82,1133238.89,DEU,Europa,Alemania,T4,2020
Aplicaciones,2228773.63,1291037.76,DEU,Europa,Alemania,T4,2020
Celulares,5606758.65,4414584.71,DEU,Europa,Alemania,T4,2020
Musica,3015399.61,1889650.42,DEU,Europa,Alemania,T4,2020
PC,10400943.59,7975881.48,DEU,Europa,Alemania,T4,2020
Tablets,2384269.46,1870096.57,DEU,Europa,Alemania,T4,2020
TV,1037088.31,553805.16,DEU,Europa,Alemania,T4,2020
Accesorios,20784.17,20507.05,DOM,América,República Dominicana,T4,2020
Aplicaciones,41875.13,29266.06,DOM,América,República Dominicana,T4,2020
Celulares,123349.55,115916.54,DOM,América,República Dominicana,T4,2020
Musica,44502.58,26968.57,DOM,América,República Dominicana,T4,2020
PC,159833.23,151805.65,DOM,América,República Dominicana,T4,2020
Tablets,29942.37,26856.79,DOM,América,República Dominicana,T4,2020
TV,14680.67,8991.91,DOM,América,República Dominicana,T4,2020
Accesorios,92602.15,82259.72,DZA,África,Argelia,T4,2020
Aplicaciones,169190.39,118693.57,DZA,África,Argelia,T4,2020
Celulares,304085.44,274437.11,DZA,África,Argelia,T4,2020
Musica,188303.95,140643.57,DZA,África,Argelia,T4,2020
PC,473733.11,453810.36,DZA,África,Argelia,T4,2020
Tablets,127131.77,118000.15,DZA,África,Argelia,T4,2020
TV,57040.11,36753.67,DZA,África,Argelia,T4,2020
Accesorios,39189.83,35185.66,ECU,América,Ecuador,T4,2020
Aplicaciones,57960.37,35381.03,ECU,América,Ecuador,T4,2020
Celulares,144433.5,138461.42,ECU,América,Ecuador,T4,2020
Musica,74623.98,51739.29,ECU,América,Ecuador,T4,2020
PC,325631.89,294268.4,ECU,América,Ecuador,T4,2020
Tablets,51170.73,48715.83,ECU,América,Ecuador,T4,2020
TV,26454.58,17744.92,ECU,América,Ecuador,T4,2020
Accesorios,202778.61,199073.52,EGY,África,Egipto,T4,2020
Aplicaciones,298551.59,222918.52,EGY,África,Egipto,T4,2020
Celulares,1044930.57,921798.21,EGY,África,Egipto,T4,2020
Musica,367036.54,247273.88,EGY,África,Egipto,T4,2020
PC,1204743.48,991905.47,EGY,África,Egipto,T4,2020
Tablets,290918.17,288008.99,EGY,África,Egipto,T4,2020
TV,150592.94,85968.92,EGY,África,Egipto,T4,2020
Accesorios,91111.27,91387.68,ESP,Europa,España,T4,2020
Aplicaciones,193069.12,128390.97,ESP,Europa,España,T4,2020
Celulares,371400.15,320749.78,ESP,Europa,España,T4,2020
Musica,187851.04,134835.3,ESP,Europa,España,T4,2020
PC,501581.64,445727.55,ESP,Europa,España,T4,2020
Tablets,144801.84,131015.5,ESP,Europa,España,T4,2020
TV,80286.17,51516.96,ESP,Europa,España,T4,2020
Accesorios,16065.98,16210.02,FIN,Europa,Finlandia,T4,2020
Aplicaciones,28973.22,19098.18,FIN,Europa,Finlandia,T4,2020
Celulares,81400.95,78164.3,FIN,Europa,Finlandia,T4,2020
Musica,32375.38,21811.41,FIN,Europa,Finlandia,T4,2020
PC,127568.66,125905.42,FIN,Europa,Finlandia,T4,2020
Tablets,26877.67,24588.91,FIN,Europa,Finlandia,T4,2020
TV,11772.87,7320.58,FIN,Europa,Finlandia,T4,2020
Accesorios,147445.98,148625.55,FRA,Europa,Francia,T4,2020
Aplicaciones,286313.28,180377.37,FRA,Europa,Francia,T4,2020
Celulares,764428.67,623773.79,FRA,Europa,Francia,T4,2020
Musica,286313.28,176473.1,FRA,Europa,Francia,T4,2020
PC,894729.01,800409.66,FRA,Europa,Francia,T4,2020
Tablets,224319.52,218217.07,FRA,Europa,Francia,T4,2020
TV,111366.55,68611.48,FRA,Europa,Francia,T4,2020
Accesorios,140537.78,126776.98,GBR,Europa,Reino Unido,T4,2020
Aplicaciones,226524.72,137206.91,GBR,Europa,Reino Unido,T4,2020
Celulares,533825.69,456856.37,GBR,Europa,Reino Unido,T4,2020
Musica,257915.78,182505.33,GBR,Europa,Reino Unido,T4,2020
PC,850166.84,718766.55,GBR,Europa,Reino Unido,T4,2020
Tablets,174338.01,161957.11,GBR,Europa,Reino Unido,T4,2020
TV,94075.84,55896.73,GBR,Europa,Reino Unido,T4,2020
Accesorios,32317.69,31433.15,GRC,Europa,Grecia,T4,2020
Aplicaciones,52348.46,36632.41,GRC,Europa,Grecia,T4,2020
Celulares,170677.79,175469.9,GRC,Europa,Grecia,T4,2020
Musica,64508.14,51122.48,GRC,Europa,Grecia,T4,2020
PC,170677.79,178450.95,GRC,Europa,Grecia,T4,2020
Tablets,52016.09,47334.64,GRC,Europa,Grecia,T4,2020
TV,25246.64,18735.89,GRC,Europa,Grecia,T4,2020
Accesorios,36860.91,39893.59,GTM,América,Guatemala,T4,2020
Aplicaciones,57957.4,44151.3,GTM,América,Guatemala,T4,2020
Celulares,175528.12,165976.72,GTM,América,Guatemala,T4,2020
Musica,73428.1,50430.42,GTM,América,Guatemala,T4,2020
PC,329115.23,299629.57,GTM,América,Guatemala,T4,2020
Tablets,56709.09,50245.03,GTM,América,Guatemala,T4,2020
TV,29441.62,21054.12,GTM,América,Guatemala,T4,2020
Accesorios,19014.02,19071.48,HUN,Europa,Hungría,T4,2020
Aplicaciones,41298.44,32400.4,HUN,Europa,Hungría,T4,2020
Celulares,109836.29,101757.09,HUN,Europa,Hungría,T4,2020
Musica,48245.85,29258.04,HUN,Europa,Hungría,T4,2020
PC,187720.2,183961.04,HUN,Europa,Hungría,T4,2020
Tablets,30912.01,32237.99,HUN,Europa,Hungría,T4,2020
TV,13877.17,8583.66,HUN,Europa,Hungría,T4,2020
Accesorios,571368.61,535543.8,IDN,Asia,Indonesia,T4,2020
Aplicaciones,985341.34,665485.47,IDN,Asia,Indonesia,T4,2020
Celulares,2611154.56,2603358.94,IDN,Asia,Indonesia,T4,2020
Musica,1305577.28,943054.49,IDN,Asia,Indonesia,T4,2020
PC,3391109.82,3096789.75,IDN,Asia,Indonesia,T4,2020
Tablets,821117.79,769715.81,IDN,Asia,Indonesia,T4,2020
TV,419799.77,311786.74,IDN,Asia,Indonesia,T4,2020
Accesorios,1658262.47,1431103.23,IND,Asia,India,T4,2020
Aplicaciones,3601746.08,2216459.13,IND,Asia,India,T4,2020
Celulares,6084030.55,5118311.41,IND,Asia,India,T4,2020
Musica,3322643.99,2044703.99,IND,Asia,India,T4,2020
PC,10593370.83,8988314.65,IND,Asia,India,T4,2020
Tablets,2664013.37,2212485.68,IND,Asia,India,T4,2020
TV,1288178.14,843978.78,IND,Asia,India,T4,2020
Accesorios,10482.25,8541.09,IRL,Europa,Irlanda,T4,2020
Aplicaciones,14944.08,9606.91,IRL,Europa,Irlanda,T4,2020
Celulares,34633.93,31026.23,IRL,Europa,Irlanda,T4,2020
Musica,20752.31,12451.39,IRL,Europa,Irlanda,T4,2020
PC,68344.28,58293.65,IRL,Europa,Irlanda,T4,2020
Tablets,14043.35,11814.24,IRL,Europa,Irlanda,T4,2020
TV,8021.63,5156.76,IRL,Europa,Irlanda,T4,2020
Accesorios,194750.21,164788.64,IRN,Asia,Irán,T4,2020
Aplicaciones,268698.84,169180.75,IRN,Asia,Irán,T4,2020
Celulares,850468.81,744160.21,IRN,Asia,Irán,T4,2020
Musica,421368.64,265306.18,IRN,Asia,Irán,T4,2020
PC,965636.46,929937.14,IRN,Asia,Irán,T4,2020
Tablets,253975.62,207798.23,IRN,Asia,Irán,T4,2020
TV,118847.56,67174.71,IRN,Asia,Irán,T4,2020
Accesorios,18524.45,16419.4,ISR,Asia,Israel,T4,2020
Aplicaciones,33281.21,19968.73,ISR,Asia,Israel,T4,2020
Celulares,73819.23,59344.87,ISR,Asia,Israel,T4,2020
Musica,37907.17,25271.45,ISR,Asia,Israel,T4,2020
PC,121209.36,104605.34,ISR,Asia,Israel,T4,2020
Tablets,28212.52,23804.32,ISR,Asia,Israel,T4,2020
TV,15733.91,9178.11,ISR,Asia,Israel,T4,2020
Accesorios,134329.54,110762.95,ITA,Europa,Italia,T4,2020
Aplicaciones,259287.24,166684.66,ITA,Europa,Italia,T4,2020
Celulares,452000.74,383515.78,ITA,Europa,Italia,T4,2020
Musica,287107.76,180771.56,ITA,Europa,Italia,T4,2020
PC,1286463.63,1155191.84,ITA,Europa,Italia,T4,2020
Tablets,181782.9,152928.48,ITA,Europa,Italia,T4,2020
TV,104525.17,69683.45,ITA,Europa,Italia,T4,2020
Accesorios,269056.17,236244.44,JPN,Asia,Japón,T4,2020
Aplicaciones,503946.47,330171.83,JPN,Asia,Japón,T4,2020
Celulares,852312.15,754345.24,JPN,Asia,Japón,T4,2020
Musica,545040.82,363360.55,JPN,Asia,Japón,T4,2020
PC,1840500.16,1561636.5,JPN,Asia,Japón,T4,2020
Tablets,330714.87,295154.13,JPN,Asia,Japón,T4,2020
TV,178865.51,107319.31,JPN,Asia,Japón,T4,2020
Accesorios,102083.08,93197.21,KEN,África,Kenia,T4,2020
Aplicaciones,164249.06,93174.01,KEN,África,Kenia,T4,2020
Celulares,474497.29,446859.04,KEN,África,Kenia,T4,2020
Musica,175499.0,101178.99,KEN,África,Kenia,T4,2020
PC,711745.93,642592.34,KEN,África,Kenia,T4,2020
Tablets,151614.52,138213.19,KEN,África,Kenia,T4,2020
TV,76486.13,47727.35,KEN,África,Kenia,T4,2020
Accesorios,112492.69,99443.53,KOR,Asia,República de Corea,T4,2020
Aplicaciones,168400.2,96447.38,KOR,Asia,República de Corea,T4,2020
Celulares,430068.19,365557.96,KOR,Asia,República de Corea,T4,2020
Musica,190815.24,119068.71,KOR,Asia,República de Corea,T4,2020
PC,665581.73,577565.99,KOR,Asia,República de Corea,T4,2020
Tablets,141900.67,122197.42,KOR,Asia,República de Corea,T4,2020
TV,75247.46,45650.13,KOR,Asia,República de Corea,T4,2020
Accesorios,235749.4,214039.73,MEX,América,México,T4,2020
Aplicaciones,383004.27,260442.91,MEX,América,México,T4,2020
Celulares,1262776.47,1035476.7,MEX,América,México,T4,2020
Musica,426556.6,290646.84,MEX,América,México,T4,2020
PC,1371402.4,1291521.74,MEX,América,México,T4,2020
Tablets,327867.41,294352.08,MEX,América,México,T4,2020
TV,198971.02,125351.74,MEX,América,México,T4,2020
Accesorios,70140.92,63957.45,MYS,Asia,Malasia,T4,2020
Aplicaciones,92635.1,58909.06,MYS,Asia,Malasia,T4,2020
Celulares,240710.9,215801.38,MYS,Asia,Malasia,T4,2020
Musica,135785.64,83168.7,MYS,Asia,Malasia,T4,2020
PC,460490.42,393390.39,MYS,Asia,Malasia,T4,2020
Tablets,101839.23,91034.9,MYS,Asia,Malasia,T4,2020
TV,39916.88,25886.84,MYS,Asia,Malasia,T4,2020
Accesorios,338162.98,271537.68,NGA,África,Nigeria,T4,2020
Aplicaciones,691411.3,439686.37,NGA,África,Nigeria,T4,2020
Celulares,1788361.92,1611910.21,NGA,África,Nigeria,T4,2020
Musica,628343.38,419906.71,NGA,África,Nigeria,T4,2020
PC,1897853.47,1774397.14,NGA,África,Nigeria,T4,2020
Tablets,479354.74,431419.27,NGA,África,Nigeria,T4,2020
TV,308952.89,187225.45,NGA,África,Nigeria,T4,2020
Accesorios,11544.32,10573.65,NOR,Europa,Noruega,T4,2020
Aplicaciones,19909.77,12742.25,NOR,Europa,Noruega,T4,2020
Celulares,42269.97,38099.33,NOR,Europa,Noruega,T4,2020
Musica,18564.51,12273.21,NOR,Europa,Noruega,T4,2020
PC,94743.03,78292.2,NOR,Europa,Noruega,T4,2020
Tablets,16354.45,14367.87,NOR,Europa,Noruega,T4,2020
TV,7850.14,4808.21,NOR,Europa,Noruega,T4,2020
Accesorios,76508.1,68909.95,PER,América,Perú,T4,2020
